x-axis,1,2
second,Volt,Volt
-34.80000E-03,+603.10E-06,+247.64358E-03
-34.71600E-03,+726.72E-06,+243.00219E-03
-34.63200E-03,+896.98E-06,+232.64449E-03
-34.54800E-03,+571.95E-06,+225.37407E-03
-34.46400E-03,+494.97E-06,+220.58419E-03
-34.38000E-03,+572.77E-06,+217.34203E-03
-34.29600E-03,+540.80E-06,+208.52389E-03
-34.21200E-03,+494.97E-06,+204.50379E-03
-34.12800E-03,+788.04E-06,+197.55306E-03
-34.04400E-03,+509.64E-06,+188.57009E-03
-33.96000E-03,+896.98E-06,+185.65758E-03
-33.87600E-03,+494.97E-06,+183.00227E-03
-33.79200E-03,+880.50E-06,+176.36308E-03
-33.70800E-03,+602.11E-06,+169.39425E-03
-33.62400E-03,+494.97E-06,+166.01533E-03
-33.54000E-03,+896.98E-06,+160.28268E-03
-33.45600E-03,+821.00E-06,+155.50275E-03
-33.37200E-03,+694.58E-06,+152.24248E-03
-33.28800E-03,+494.97E-06,+147.43449E-03
-33.20400E-03,+896.98E-06,+144.20228E-03
-33.12000E-03,+728.53E-06,+140.18218E-03
-33.03600E-03,+896.98E-06,+136.16208E-03
-32.95200E-03,+883.31E-06,+132.14198E-03
-32.86800E-03,+494.97E-06,+128.12188E-03
-32.78400E-03,+896.98E-06,+124.10178E-03
-32.70000E-03,+879.51E-06,+123.92701E-03
-32.61600E-03,+494.97E-06,+120.08168E-03
-32.53200E-03,+667.22E-06,+117.78406E-03
-32.44800E-03,+494.97E-06,+116.06158E-03
-32.36400E-03,+494.97E-06,+112.04148E-03
-32.28000E-03,+693.58E-06,+112.04148E-03
-32.19600E-03,+494.97E-06,+112.04148E-03
-32.11200E-03,+494.97E-06,+112.04148E-03
-32.02800E-03,+729.53E-06,+112.04148E-03
-31.94400E-03,+786.05E-06,+113.15084E-03
-31.86000E-03,+494.97E-06,+112.04148E-03
-31.77600E-03,+760.68E-06,+113.40449E-03
-31.69200E-03,+754.89E-06,+116.06158E-03
-31.60800E-03,+896.98E-06,+116.06158E-03
-31.52400E-03,+494.97E-06,+123.05030E-03
-31.44000E-03,+494.97E-06,+122.36934E-03
-31.35600E-03,+494.97E-06,+123.60553E-03
-31.27200E-03,+494.97E-06,+124.10178E-03
-31.18800E-03,+494.97E-06,+128.12188E-03
-31.10400E-03,+575.75E-06,+136.16208E-03
-31.02000E-03,+494.97E-06,+136.59049E-03
-30.93600E-03,+494.97E-06,+140.18218E-03
-30.85200E-03,+494.97E-06,+144.20228E-03
-30.76800E-03,+885.30E-06,+152.24248E-03
