x-axis,1,2
second,Volt,Volt
-34.80000E-03,+118.90082E-03,+305.00630E-03
-34.71600E-03,+118.31306E-03,+305.00630E-03
-34.63200E-03,+117.50904E-03,+305.00630E-03
-34.54800E-03,+116.70502E-03,+308.25662E-03
-34.46400E-03,+115.90100E-03,+305.00630E-03
-34.38000E-03,+115.74542E-03,+304.22835E-03
-34.29600E-03,+114.20132E-03,+300.98620E-03
-34.21200E-03,+112.68492E-03,+300.98620E-03
-34.12800E-03,+112.09880E-03,+296.96610E-03
-34.04400E-03,+111.07688E-03,+296.81939E-03
-33.96000E-03,+110.27286E-03,+292.94600E-03
-33.87600E-03,+107.86080E-03,+286.30681E-03
-33.79200E-03,+107.86080E-03,+284.90580E-03
-33.70800E-03,+105.44874E-03,+280.88569E-03
-33.62400E-03,+103.84070E-03,+276.86559E-03
-33.54000E-03,+103.74543E-03,+272.84549E-03
-33.45600E-03,+100.62462E-03,+265.56513E-03
-33.37200E-03,+100.62462E-03,+264.80529E-03
-33.28800E-03,+99.66302E-03,+260.78519E-03
-33.20400E-03,+97.31888E-03,+256.76509E-03
-33.12000E-03,+95.33338E-03,+251.06050E-03
-33.03600E-03,+93.38844E-03,+244.70479E-03
-32.95200E-03,+90.97638E-03,+236.66459E-03
-32.86800E-03,+90.44695E-03,+235.29163E-03
-32.78400E-03,+86.95628E-03,+224.60429E-03
-32.70000E-03,+86.95628E-03,+220.58419E-03
-32.61600E-03,+84.16477E-03,+216.56409E-03
-32.53200E-03,+84.19972E-03,+212.54399E-03
-32.44800E-03,+82.22942E-03,+208.03759E-03
-32.36400E-03,+80.52412E-03,+197.21347E-03
-32.28000E-03,+78.51886E-03,+194.47751E-03
-32.19600E-03,+77.14847E-03,+188.42338E-03
-32.11200E-03,+76.59169E-03,+184.40328E-03
-32.02800E-03,+74.89598E-03,+178.70864E-03
-31.94400E-03,+73.87009E-03,+175.25372E-03
-31.86000E-03,+72.48392E-03,+168.32288E-03
-31.77600E-03,+71.40730E-03,+164.30278E-03
-31.69200E-03,+70.87588E-03,+158.86178E-03
-31.60800E-03,+69.26784E-03,+152.42719E-03
-31.52400E-03,+68.46382E-03,+151.19100E-03
-31.44000E-03,+67.20227E-03,+145.93471E-03
-31.35600E-03,+66.15101E-03,+140.18218E-03
-31.27200E-03,+64.73970E-03,+136.16208E-03
-31.18800E-03,+64.04849E-03,+132.14198E-03
-31.10400E-03,+63.80125E-03,+132.14198E-03
-31.02000E-03,+62.83568E-03,+128.12188E-03
-30.93600E-03,+62.03166E-03,+124.10178E-03
