x-axis,1,2
second,Volt,Volt
-34.80000E-03,+10.48500E-03,+185.21357E-03
-34.71600E-03,+10.46947E-03,+189.23367E-03
-34.63200E-03,+10.23759E-03,+192.78735E-03
-34.54800E-03,+10.24366E-03,+196.50409E-03
-34.46400E-03,+10.18815E-03,+197.27387E-03
-34.38000E-03,+10.05190E-03,+205.31407E-03
-34.29600E-03,+10.05830E-03,+205.31407E-03
-34.21200E-03,+9.98706E-03,+209.33417E-03
-34.12800E-03,+9.95851E-03,+209.33417E-03
-34.04400E-03,+9.82332E-03,+221.24776E-03
-33.96000E-03,+9.79860E-03,+220.01157E-03
-33.87600E-03,+9.63743E-03,+226.81558E-03
-33.79200E-03,+9.42095E-03,+229.26985E-03
-33.70800E-03,+9.34384E-03,+233.45477E-03
-33.62400E-03,+9.19494E-03,+237.47487E-03
-33.54000E-03,+9.11217E-03,+241.49497E-03
-33.45600E-03,+9.02224E-03,+247.03474E-03
-33.37200E-03,+8.70007E-03,+253.55527E-03
-33.28800E-03,+8.79679E-03,+257.57537E-03
-33.20400E-03,+8.75413E-03,+265.61558E-03
-33.12000E-03,+8.45942E-03,+269.63568E-03
-33.03600E-03,+8.34260E-03,+273.65578E-03
-32.95200E-03,+8.14055E-03,+277.67588E-03
-32.86800E-03,+7.95153E-03,+281.69598E-03
-32.78400E-03,+7.94454E-03,+287.12703E-03
-32.70000E-03,+7.81970E-03,+285.71608E-03
-32.61600E-03,+7.73129E-03,+290.79760E-03
-32.53200E-03,+7.52905E-03,+293.75628E-03
-32.44800E-03,+7.39474E-03,+297.77638E-03
-32.36400E-03,+7.22340E-03,+301.04659E-03
-32.28000E-03,+7.01219E-03,+299.81040E-03
-32.19600E-03,+7.15703E-03,+301.79648E-03
-32.11200E-03,+6.92302E-03,+301.79648E-03
-32.02800E-03,+6.70400E-03,+303.47102E-03
-31.94400E-03,+6.58799E-03,+302.90585E-03
-31.86000E-03,+6.52724E-03,+305.68976E-03
-31.77600E-03,+6.42211E-03,+305.81658E-03
-31.69200E-03,+6.31699E-03,+301.79648E-03
-31.60800E-03,+6.20447E-03,+301.79648E-03
-31.52400E-03,+6.06468E-03,+298.82786E-03
-31.44000E-03,+5.91010E-03,+297.77638E-03
-31.35600E-03,+5.79623E-03,+297.77638E-03
-31.27200E-03,+5.75535E-03,+297.77638E-03
-31.18800E-03,+5.76528E-03,+293.75628E-03
-31.10400E-03,+5.59726E-03,+290.54395E-03
-31.02000E-03,+5.66249E-03,+289.73618E-03
-30.93600E-03,+5.64535E-03,+285.71608E-03
