x-axis,1,2
second,Volt,Volt
+24.40000E-03,-47.05E-06,+182.18500E-03
+24.42500E-03,-46.34E-06,+179.92307E-03
+24.45000E-03,-43.82E-06,+178.58387E-03
+24.47500E-03,-40.59E-06,+177.33513E-03
+24.50000E-03,-42.67E-06,+175.84958E-03
+24.52500E-03,-43.43E-06,+174.51918E-03
+24.55000E-03,-41.95E-06,+172.50347E-03
+24.57500E-03,-44.44E-06,+170.15297E-03
+24.60000E-03,-45.30E-06,+169.65046E-03
+24.62500E-03,-43.95E-06,+167.75598E-03
+24.65000E-03,-43.75E-06,+166.15674E-03
+24.67500E-03,-42.77E-06,+165.57822E-03
+24.70000E-03,-47.33E-06,+164.08639E-03
+24.72500E-03,-46.33E-06,+162.59644E-03
+24.75000E-03,-42.95E-06,+161.09769E-03
+24.77500E-03,-43.20E-06,+159.66867E-03
+24.80000E-03,-43.45E-06,+158.67998E-03
+24.82500E-03,-45.71E-06,+156.39606E-03
+24.85000E-03,-48.57E-06,+155.75033E-03
+24.87500E-03,-39.05E-06,+153.92747E-03
+24.90000E-03,-44.69E-06,+152.30247E-03
+24.92500E-03,-41.54E-06,+151.16428E-03
+24.95000E-03,-43.65E-06,+149.80561E-03
+24.97500E-03,-44.00E-06,+148.24279E-03
+25.00000E-03,-47.50E-06,+146.15737E-03
+25.02500E-03,-45.69E-06,+145.08701E-03
+25.05000E-03,-40.59E-06,+143.09141E-03
+25.07500E-03,-42.50E-06,+142.46453E-03
+25.10000E-03,-45.77E-06,+141.33701E-03
+25.12500E-03,-40.00E-06,+140.10209E-03
+25.15000E-03,-44.44E-06,+138.77860E-03
+25.17500E-03,-46.01E-06,+137.84895E-03
+25.20000E-03,-42.64E-06,+136.29430E-03
+25.22500E-03,-42.62E-06,+134.90171E-03
+25.25000E-03,-40.59E-06,+133.66679E-03
+25.27500E-03,-45.49E-06,+131.99593E-03
+25.30000E-03,-46.97E-06,+130.74531E-03
+25.32500E-03,-45.87E-06,+129.11151E-03
+25.35000E-03,-43.70E-06,+127.80875E-03
+25.37500E-03,-45.34E-06,+126.63789E-03
+25.40000E-03,-43.97E-06,+125.74217E-03
+25.42500E-03,-43.56E-06,+124.49405E-03
+25.45000E-03,-43.55E-06,+123.77671E-03
+25.47500E-03,-46.17E-06,+122.69254E-03
+25.50000E-03,-43.70E-06,+121.67244E-03
+25.52500E-03,-42.63E-06,+120.14418E-03
+25.55000E-03,-43.51E-06,+118.95385E-03
+25.57500E-03,-45.78E-06,+118.29933E-03
+25.60000E-03,-45.75E-06,+117.22269E-03
+25.62500E-03,-47.35E-06,+115.86528E-03
+25.65000E-03,-45.46E-06,+114.53551E-03
+25.67500E-03,-46.91E-06,+113.35021E-03
+25.70000E-03,-45.87E-06,+112.52797E-03
+25.72500E-03,-45.36E-06,+111.28488E-03
+25.75000E-03,-43.48E-06,+110.66742E-03
+25.77500E-03,-43.11E-06,+109.49279E-03
+25.80000E-03,-45.50E-06,+108.62031E-03
+25.82500E-03,-43.57E-06,+107.99154E-03
+25.85000E-03,-46.08E-06,+107.09455E-03
+25.87500E-03,-39.59E-06,+106.17935E-03
+25.90000E-03,-42.74E-06,+105.35837E-03
+25.92500E-03,-46.52E-06,+104.53174E-03
+25.95000E-03,-44.72E-06,+104.02860E-03
+25.97500E-03,-42.79E-06,+103.09707E-03
+26.00000E-03,-44.14E-06,+102.06189E-03
+26.02500E-03,-45.96E-06,+101.13098E-03
+26.05000E-03,-43.55E-06,+100.67872E-03
+26.07500E-03,-39.48E-06,+100.15862E-03
+26.10000E-03,-43.94E-06,+99.30561E-03
+26.12500E-03,-48.95E-06,+98.11088E-03
+26.15000E-03,-48.15E-06,+97.55247E-03
+26.17500E-03,-40.05E-06,+96.83639E-03
+26.20000E-03,-45.45E-06,+96.21013E-03
+26.22500E-03,-45.57E-06,+95.20762E-03
+26.25000E-03,-46.25E-06,+94.86968E-03
+26.27500E-03,-39.58E-06,+94.51541E-03
+26.30000E-03,-45.33E-06,+93.85398E-03
+26.32500E-03,-46.62E-06,+93.71264E-03
+26.35000E-03,-44.83E-06,+93.17998E-03
+26.37500E-03,-41.50E-06,+92.85021E-03
+26.40000E-03,-41.70E-06,+92.07508E-03
+26.42500E-03,-47.30E-06,+91.89355E-03
+26.45000E-03,-43.97E-06,+91.25284E-03
+26.47500E-03,-40.01E-06,+90.81943E-03
+26.50000E-03,-42.13E-06,+90.48212E-03
+26.52500E-03,-46.24E-06,+90.04995E-03
+26.55000E-03,-46.01E-06,+90.01101E-03
+26.57500E-03,-39.34E-06,+89.50661E-03
+26.60000E-03,-43.57E-06,+89.42496E-03
+26.62500E-03,-48.60E-06,+89.41428E-03
+26.65000E-03,-46.89E-06,+89.07697E-03
+26.67500E-03,-43.87E-06,+88.82634E-03
+26.70000E-03,-47.96E-06,+88.82194E-03
+26.72500E-03,-47.77E-06,+88.85460E-03
+26.75000E-03,-47.63E-06,+88.61968E-03
+26.77500E-03,-38.91E-06,+88.58827E-03
+26.80000E-03,-43.75E-06,+88.54053E-03
+26.82500E-03,-48.92E-06,+88.56126E-03
+26.85000E-03,-47.38E-06,+88.53300E-03
+26.87500E-03,-40.28E-06,+88.55686E-03
+26.90000E-03,-43.75E-06,+88.60649E-03
+26.92500E-03,-46.83E-06,+88.74468E-03
+26.95000E-03,-48.16E-06,+88.83073E-03
+26.97500E-03,-42.30E-06,+88.98965E-03
+27.00000E-03,-48.79E-06,+89.21013E-03
+27.02500E-03,-53.33E-06,+89.42496E-03
